ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
2,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/graphs/generic_graph.py:10889(vertices)
16,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:826(find_spec)
17,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:180(_path_isabs)
13,0.000,0.000,0.000,0.000,/usr/lib/python3.10/threading.py:1430(current_thread)
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/matrix/special.py:879(<dictcomp>)
1,0.000,0.000,0.000,0.000,{method 'is_subgraph' of 'sage.graphs.base.c_graph.CGraphBackend' objects}
2,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/cartan_matrix.py:371(_CM_init)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/graphs/digraph.py:1262(<dictcomp>)
6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/repl/rich_output/buffer.py:211(get_str)
56,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/category_types.py:256(base)
6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/IPython/core/displaypub.py:43(_validate_data)
5,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/structure/sequence.py:406(__init__)
50,0.000,0.000,0.000,0.000,/usr/lib/python3.10/sre_parse.py:161(__len__)
12,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/repl/rich_output/backend_ipython.py:468(supported_output)
16,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/graphs/generic_graph.py:3416(name)
8,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/cartan_type.py:2529(index_set)
12,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/quantum_center.py:151(<dictcomp>)
30,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/category_types.py:351(base_ring)
16,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:357(__init__)
21,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/graphs/generic_graph.py:3129(allows_multiple_edges)
9,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/category.py:3046(<genexpr>)
4,0.000,0.000,0.000,0.000,/usr/lib/python3.10/_weakrefset.py:86(add)
33,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/ipywidgets/widgets/widget.py:334(_call_widget_constructed)
6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/repl/rich_output/buffer.py:40(__init__)
35,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/homset.py:1173(domain)
48,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2155(_sum_dispatcher)
33,0.000,0.000,0.000,0.000,{method 'count' of 'list' objects}
15,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/monoids/indexed_free_monoid.py:459(__init__)
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/graphs/digraph.py:913(is_directed_acyclic)
4,0.000,0.000,0.000,0.000,/usr/lib/python3.10/sre_parse.py:225(__init__)
5,0.000,0.000,0.000,0.000,{method 'add_vertices' of 'sage.graphs.base.c_graph.CGraphBackend' objects}
15,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:48(_new_module)
7,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/graphs/digraph.py:1266(in_degree_iterator)
9,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/graphs/generic_graph.py:12127(edge_iterator)
59,0.000,0.000,0.000,0.000,{built-in method builtins.min}
6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/IPython/lib/pretty.py:232(text)
33,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/sets/family.py:708(__len__)
24,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/category.py:2578(is_Category)
1,0.000,0.000,0.000,0.000,{built-in method _imp.exec_dynamic}
96,0.000,0.000,0.000,0.000,{built-in method _imp.release_lock}
156,0.000,0.000,0.000,0.000,/usr/lib/python3.10/inspect.py:2999(parameters)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/random.py:506(choices)
8,0.000,0.000,0.000,0.000,{method '_coeff_repr' of 'sage.structure.element.Element' objects}
39,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/IPython/core/formatters.py:272(_get_type)
30,0.000,0.000,0.000,0.000,/usr/lib/python3.10/sre_parse.py:287(tell)
3,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/utils.py:215(_supports_unicode)
2,0.000,0.000,0.000,0.000,/usr/lib/python3.10/_weakrefset.py:111(remove)
6,0.000,0.000,0.000,0.000,{built-in method resource.getrusage}
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/algebras/lie_algebras/classical_lie_algebra.py:1587(<listcomp>)
1,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:164(_path_isdir)
2,0.000,0.000,0.000,0.000,/usr/lib/python3.10/functools.py:35(update_wrapper)
6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/repl/rich_output/buffer.py:192(get_unicode)
1,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:1494(__init__)
12,0.000,0.000,0.000,0.000,{method 'add_edge' of 'sage.graphs.base.c_graph.CGraphBackend' objects}
117,0.000,0.000,0.000,0.000,{method 'items' of 'mappingproxy' objects}
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/groups/matrix_gps/matrix_group.py:451(matrix_space)
11,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/category_types.py:207(_make_named_class_key)
13,0.000,0.000,0.000,0.000,/usr/lib/python3.10/threading.py:276(_acquire_restore)
6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/repl/display/fancy_repr.py:126(__call__)
1,0.000,0.000,0.000,0.000,<frozen zipimport>:64(__init__)
10,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_space.py:326(<lambda>)
4,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/category.py:3062(<genexpr>)
1,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/compute_signs.py:110(<dictcomp>)
5,0.000,0.000,0.000,0.000,{method 'remove' of 'set' objects}
1,0.000,0.000,0.000,0.000,{built-in method _warnings.warn}
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/graphs/digraph.py:3087(topological_sort)
165,0.000,0.000,0.000,0.000,/usr/lib/python3.10/inspect.py:2680(name)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/matrix/matrix_space.py:740(_has_default_implementation)
20,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/quantum_center.py:344(<listcomp>)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/weakref.py:105(__init__)
58,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/bggcomplex.py:191(<lambda>)
15,0.000,0.000,0.000,0.000,{built-in method _imp._fix_co_filename}
15,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/monoids/indexed_free_monoid.py:504(__hash__)
7,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_lattice_realizations.py:3359(<genexpr>)
10,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/graphs/generic_graph.py:2859(allow_loops)
12,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/graphs/generic_graph.py:11863(has_edge)
12,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:3189(validate_elements)
16,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/quantum_center.py:480(<lambda>)
4,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/modules/free_module.py:5974(__hash__)
2,0.000,0.000,0.000,0.000,/usr/lib/python3.10/posixpath.py:71(join)
12,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/IPython/lib/pretty.py:482(__init__)
5,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/type_A.py:61(dimension)
16,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:165(__init__)
13,0.000,0.000,0.000,0.000,/usr/lib/python3.10/threading.py:264(__enter__)
36,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/IPython/core/formatters.py:357(_check_return)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/free_module.py:814(set_order)
1,0.000,0.000,0.000,0.000,{method 'transpose' of 'sage.matrix.matrix_sparse.Matrix_sparse' objects}
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/warnings.py:165(simplefilter)
39,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:1323(compress)
174,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/bggcomplex.py:217(<lambda>)
4,0.000,0.000,0.000,0.000,/usr/lib/python3.10/sre_parse.py:433(_uniq)
15,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:1040(__init__)
35,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/homset.py:1188(codomain)
12,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/repl/rich_output/display_manager.py:463(_promote_output)
1,0.000,0.000,0.000,0.000,{function Random.seed at 0x7fcb0ab955a0}
1,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/std.py:78(TqdmDefaultWriteLock)
3,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/utils.py:105(__init__)
4,0.000,0.000,0.000,0.000,/usr/lib/python3.10/sre_compile.py:485(_get_literal_prefix)
45,0.000,0.000,0.000,0.000,{built-in method _thread.get_ident}
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/random.py:519(<listcomp>)
96,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/numpy/core/shape_base.py:77(_atleast_2d_dispatcher)
6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/IPython/lib/pretty.py:313(flush)
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/_weakrefset.py:53(_commit_removals)
2,0.000,0.000,0.000,0.000,{built-in method posix.mkdir}
2,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_system.py:420(index_set)
34,0.000,0.000,0.000,0.000,{method 'rfind' of 'str' objects}
1,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/std.py:133(Bar)
1,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/quantum_center.py:595(prepare_texfile)
39,0.000,0.000,0.000,0.000,{method 'values' of 'mappingproxy' objects}
174,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/bggcomplex.py:216(<lambda>)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/logging/__init__.py:1366(_fixupParents)
6,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/utils.py:136(disable_on_exception)
13,0.000,0.000,0.000,0.000,/usr/lib/python3.10/threading.py:267(__exit__)
7,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/posets/posets.py:1070(<genexpr>)
100,0.000,0.000,0.000,0.000,{function Config.__contains__ at 0x7fcb0a6b25f0}
2,0.000,0.000,0.000,0.000,{built-in method _imp.source_hash}
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/structure/sequence.py:241(<listcomp>)
4,0.000,0.000,0.000,0.000,/usr/lib/python3.10/sre_parse.py:85(opengroup)
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/graphs/generic_graph.py:10736(<dictcomp>)
13,0.000,0.000,0.000,0.000,/usr/lib/python3.10/threading.py:279(_is_owned)
6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/algebras/lie_algebras/classical_lie_algebra.py:1652(<dictcomp>)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/IPython/core/getipython.py:17(get_ipython)
51,0.000,0.000,0.000,0.000,{built-in method builtins.id}
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/matrix/matrix_integer_dense_hnf.py:506(pivots_of_hnf_matrix)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/multiprocessing/synchronize.py:46(SemLock)
2,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/misc/sageinspect.py:314(_extract_embedded_signature)
2,0.000,0.000,0.000,0.000,/usr/lib/python3.10/genericpath.py:39(isdir)
4,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/graphs/generic_graph.py:10628(set_vertices)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/multiprocessing/synchronize.py:360(Barrier)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/warnings.py:181(_add_filter)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/unital_algebras.py:346(from_base_ring)
2,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/magmatic_algebras.py:171(product)
16,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:746(find_spec)
39,0.000,0.000,0.000,0.000,/usr/lib/python3.10/inspect.py:2772(__init__)
26,0.000,0.000,0.000,0.000,{method 'sage' of 'sage.libs.gap.element.GapElement_Boolean' objects}
24,0.000,0.000,0.000,0.000,/usr/lib/python3.10/threading.py:1145(ident)
19,0.000,0.000,0.000,0.000,{method 'endswith' of 'str' objects}
12,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/modules_with_basis.py:541(<listcomp>)
50,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/cartan_type.py:2544(rank)
72,0.000,0.000,0.000,0.000,{method 'isupper' of 'str' objects}
10,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/graphs/generic_graph.py:466(__init__)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/algebras/lie_algebras/classical_lie_algebra.py:1701(_repr_)
13,0.000,0.000,0.000,0.000,/usr/lib/python3.10/threading.py:273(_release_save)
12,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/IPython/lib/pretty.py:118(_safe_getattr)
45,0.000,0.000,0.000,0.000,{method '__exit__' of '_thread.lock' objects}
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/weakref.py:165(__setitem__)
1,0.000,0.000,0.000,0.000,{method 'rank' of 'sage.matrix.matrix_integer_dense.Matrix_integer_dense' objects}
6,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/utils.py:171(__eq__)
6,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/bggcomplex.py:117(<lambda>)
4,0.000,0.000,0.000,0.000,/usr/lib/python3.10/sre_parse.py:928(fix_flags)
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/rings/infinity.py:1291(__init__)
15,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/monoids/indexed_free_monoid.py:52(__init__)
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/os.py:754(encode)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/pushout.py:591(__init__)
4,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/structure/sequence.py:635(__hash__)
1,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/notebook.py:100(tqdm_notebook)
8,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/algebras/lie_algebras/classical_lie_algebra.py:1684(<listcomp>)
8,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/rings/rational_field.py:1684(is_RationalField)
2,0.000,0.000,0.000,0.000,/usr/lib/python3.10/posixpath.py:100(split)
17,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/compute_signs.py:92(<listcomp>)
2,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/utils.py:222(_is_ascii)
8,0.000,0.000,0.000,0.000,/usr/lib/python3.10/enum.py:678(__new__)
2,0.000,0.000,0.000,0.000,{method 'register_coercion' of 'sage.structure.parent.Parent' objects}
9,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/utils.py:101(wrapper_setattr)
4,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/ipykernel/iostream.py:448(_schedule_flush)
1,0.000,0.000,0.000,0.000,{built-in method sage.misc.c3_controlled.C3_sorted_merge}
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/category.py:989(_super_categories)
6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/IPython/lib/pretty.py:512(remove)
76,0.000,0.000,0.000,0.000,{method 'set_immutable' of 'sage.structure.element.ModuleElementWithMutability' objects}
16,0.000,0.000,0.000,0.000,{built-in method _imp.is_frozen}
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/warnings.py:458(__enter__)
6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/repl/display/fancy_repr.py:294(__call__)
50,0.000,0.000,0.000,0.000,{built-in method posix.fspath}
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/modules/free_module.py:1145(__richcmp__)
17,0.000,0.000,0.000,0.000,/usr/lib/python3.10/sre_parse.py:82(groups)
2,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/pushout.py:4390(construction_tower)
1,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/compute_signs.py:50(<dictcomp>)
4,0.000,0.000,0.000,0.000,{method 'setter' of 'property' objects}
17,0.000,0.000,0.000,0.000,{method 'find' of 'bytearray' objects}
12,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/ambient_space.py:243(reflection)
7,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/rings/quotient_ring.py:327(is_QuotientRing)
8,0.000,0.000,0.000,0.000,/usr/lib/python3.10/sre_compile.py:619(isstring)
43,0.000,0.000,0.000,0.000,{built-in method builtins.ord}
12,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/category.py:937(all_super_categories)
8,0.000,0.000,0.000,0.000,{method 'split' of 'str' objects}
1,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/utils.py:132(DisableOnWriteError)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/cartan_matrix.py:494(<listcomp>)
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/sets_cat.py:803(Facade)
4,0.000,0.000,0.000,0.000,/usr/lib/python3.10/sre_parse.py:76(__init__)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/modules/free_module.py:5959(<listcomp>)
4,0.000,0.000,0.000,0.000,{built-in method _sre.compile}
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/ranker.py:52(rank_from_list)
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/_weakrefset.py:21(__enter__)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/_weakrefset.py:37(__init__)
7,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:1248(<listcomp>)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/logging/__init__.py:1435(__init__)
6,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/utils.py:88(__getattr__)
10,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/graphs/generic_graph.py:934(is_immutable)
10,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/modules_with_basis.py:1643(<listcomp>)
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/IPython/core/display.py:330(__repr__)
1,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/std.py:69(TRLock)
2,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/std.py:188(__format__)
5,0.000,0.000,0.000,0.000,{built-in method fromkeys}
2,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/utils.py:74(__eq__)
9,0.000,0.000,0.000,0.000,{built-in method _weakref.proxy}
13,0.000,0.000,0.000,0.000,{method 'iterator_verts' of 'sage.graphs.base.c_graph.CGraphBackend' objects}
1,0.000,0.000,0.000,0.000,{method 'register_as_conversion' of 'sage.categories.morphism.Morphism' objects}
29,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/quantum_center.py:476(<genexpr>)
15,0.000,0.000,0.000,0.000,{method 'pop' of 'list' objects}
2,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/pushout.py:4425(expand_tower)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/weakref.py:290(update)
2,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/quantum_center.py:529(<listcomp>)
2,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/rings/infinity.py:1669(_richcmp_)
2,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/dynkin_diagram.py:445(rank)
5,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/std.py:1171(__hash__)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/cartan_matrix.py:495(<dictcomp>)
23,0.000,0.000,0.000,0.000,{method 'loops' of 'sage.graphs.base.c_graph.CGraphBackend' objects}
12,0.000,0.000,0.000,0.000,{method 'has_edge' of 'sage.graphs.base.sparse_graph.SparseGraphBackend' objects}
2,0.000,0.000,0.000,0.000,/usr/lib/python3.10/sre_compile.py:456(_generate_overlap_table)
5,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/graphs/generic_graph.py:4031(size)
16,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:412(has_location)
16,0.000,0.000,0.000,0.000,{method 'category' of 'sage.rings.ring.Ring' objects}
4,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/structure/indexed_generators.py:266(_parse_names)
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/ipykernel/iostream.py:304(fileno)
2,0.000,0.000,0.000,0.000,/usr/lib/python3.10/inspect.py:277(isfunction)
1,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/quantum_center.py:615(<listcomp>)
29,0.000,0.000,0.000,0.000,{method 'is_exact' of 'sage.structure.parent.Parent' objects}
2,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/modules/free_module.py:2404(is_sparse)
6,0.000,0.000,0.000,0.000,{method 'getvalue' of '_io.StringIO' objects}
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/sre_parse.py:259(getwhile)
22,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:71(_relax_case)
4,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/graphs/generic_graph.py:2771(has_loops)
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/sets/family.py:452(<lambda>)
25,0.000,0.000,0.000,0.000,{method 'num_verts' of 'sage.graphs.base.c_graph.CGraphBackend' objects}
1,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/_tqdm_pandas.py:1(<module>)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_lattice_realizations.py:1215(coroot_space)
6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/matrix/matrix_space.py:68(is_MatrixSpace)
12,0.000,0.000,0.000,0.000,/usr/lib/python3.10/sre_parse.py:169(__setitem__)
4,0.000,0.000,0.000,0.000,/usr/lib/python3.10/posixpath.py:41(_get_sep)
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/IPython/core/formatters.py:943(_check_return)
15,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:1065(get_filename)
2,0.000,0.000,0.000,0.000,/usr/lib/python3.10/sre_parse.py:296(_class_escape)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/algebras/lie_algebras/classical_lie_algebra.py:1691(<listcomp>)
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/structure/proof/proof.py:168(get_flag)
10,0.000,0.000,0.000,0.000,{method 'write' of '_io.StringIO' objects}
6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/repl/rich_output/display_manager.py:344(preferences)
2,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/std.py:155(__init__)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/ipykernel/comm/manager.py:50(unregister_comm)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/logging/__init__.py:219(_acquireLock)
17,0.000,0.000,0.000,0.000,/usr/lib/python3.10/copy.py:107(_copy_immutable)
1,0.000,0.000,0.000,0.000,{built-in method posix.sysconf}
28,0.000,0.000,0.000,0.000,{method 'multiple_edges' of 'sage.graphs.base.sparse_graph.SparseGraphBackend' objects}
17,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/quantum_center.py:488(<genexpr>)
2,0.000,0.000,0.000,0.000,{method '_make_weak_references' of 'sage.categories.map.Map' objects}
10,0.000,0.000,0.000,0.000,{sage.structure.element.is_Matrix}
3,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/utils.py:201(_is_utf)
18,0.000,0.000,0.000,0.000,{method 'iterator_out_nbrs' of 'sage.graphs.base.c_graph.CGraphBackend' objects}
1,0.000,0.000,0.000,0.000,{method 'relabel' of 'sage.graphs.base.c_graph.CGraphBackend' objects}
14,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_space.py:289(<genexpr>)
5,0.000,0.000,0.000,0.000,{sage.rings.polynomial.multi_polynomial_ring_base.is_MPolynomialRing}
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/algebras/lie_algebras/classical_lie_algebra.py:1689(<listcomp>)
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/_weakrefset.py:17(__init__)
2,0.000,0.000,0.000,0.000,/usr/lib/python3.10/sre_compile.py:516(_get_charset_prefix)
6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/repl/display/pretty_print.py:47(toplevel)
1,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/asyncio.py:19(tqdm_asyncio)
13,0.000,0.000,0.000,0.000,{method '__enter__' of '_thread.lock' objects}
