ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
1021,0.001,0.000,0.004,0.000,/usr/lib/python3.10/site-packages/sage/categories/poor_man_map.py:245(__call__)
2,0.000,0.000,0.004,0.002,/usr/lib/python3.10/site-packages/sage/categories/finite_coxeter_groups.py:101(long_element)
2616,0.002,0.000,0.004,0.000,/usr/lib/python3.10/site-packages/sage/categories/enumerated_sets.py:394(__getitem__)
468,0.000,0.000,0.004,0.000,<__array_function__ internals>:177(lexsort)
78,0.000,0.000,0.004,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:1226(__init__)
35306,0.004,0.000,0.004,0.000,{method 'parent' of 'sage.structure.element.Element' objects}
48,0.000,0.000,0.004,0.000,<__array_function__ internals>:177(sum)
6,0.000,0.000,0.004,0.001,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_space.py:291(associated_coroot)
133,0.001,0.000,0.004,0.000,/usr/lib/python3.10/site-packages/jupyter_client/session.py:672(sign)
36,0.000,0.000,0.004,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:123(<listcomp>)
61,0.001,0.000,0.004,0.000,/usr/lib/python3.10/site-packages/sage/categories/kac_moody_algebras.py:70(weyl_group)
1,0.000,0.000,0.004,0.004,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_lattice_realizations.py:872(positive_roots_by_height)
24361,0.004,0.000,0.004,0.000,/usr/lib/python3.10/site-packages/sage/matrix/matrix_space.py:2108(nrows)
4590,0.003,0.000,0.004,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_system.py:458(root_lattice)
1218/1209,0.001,0.000,0.004,0.000,/usr/lib/python3.10/contextlib.py:139(__exit__)
48,0.002,0.000,0.004,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:124(<dictcomp>)
48,0.000,0.000,0.004,0.000,/usr/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2160(sum)
444,0.002,0.000,0.004,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:696(<listcomp>)
22799,0.003,0.000,0.003,0.000,/usr/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2399(_all_dispatcher)
2367,0.003,0.000,0.003,0.000,{built-in method numpy.arange}
3/1,0.000,0.000,0.003,0.003,/usr/lib/python3.10/site-packages/sage/combinat/root_system/weight_lattice_realizations.py:189(__init_extra__)
1,0.000,0.000,0.003,0.003,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_lattice_realizations.py:1011(root_poset)
6186,0.002,0.000,0.003,0.000,/usr/lib/python3.10/site-packages/sage/combinat/free_module.py:550(__contains__)
77,0.002,0.000,0.003,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/std.py:355(format_meter)
2,0.000,0.000,0.003,0.002,/home/rik/git/bgg-cohomology/bggcohomology/quantum_center.py:495(display_bigraded_table)
969,0.002,0.000,0.003,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:1799(trait_metadata)
13,0.003,0.000,0.003,0.000,{built-in method io.open}
133,0.000,0.000,0.003,0.000,/usr/lib/python3.10/site-packages/jupyter_client/session.py:643(msg_header)
12,0.000,0.000,0.003,0.000,/usr/lib/python3.10/site-packages/sage/categories/modules_with_basis.py:225(module_morphism)
1,0.000,0.000,0.003,0.003,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/cli.py:1(<module>)
15,0.000,0.000,0.003,0.000,<frozen importlib._bootstrap_external>:950(get_code)
266,0.001,0.000,0.003,0.000,/usr/lib/python3.10/site-packages/jupyter_client/jsonutil.py:108(json_default)
1,0.000,0.000,0.003,0.003,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_lattice_realizations.py:563(roots)
61,0.001,0.000,0.003,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:611(<dictcomp>)
61,0.001,0.000,0.003,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:628(<listcomp>)
12,0.000,0.000,0.003,0.000,/usr/lib/python3.10/site-packages/sage/modules/with_basis/morphism.py:298(__init__)
30,0.003,0.000,0.003,0.000,{method '__exit__' of '_io._IOBase' objects}
61,0.001,0.000,0.003,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:613(<dictcomp>)
1726,0.001,0.000,0.003,0.000,{method 'join' of 'str' objects}
1,0.000,0.000,0.003,0.003,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_space.py:106(to_coroot_space_morphism)
732,0.001,0.000,0.003,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:658(dic_to_vec)
3,0.000,0.000,0.003,0.001,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/std.py:560(__new__)
2,0.000,0.000,0.003,0.001,/usr/lib/python3.10/site-packages/sage/combinat/root_system/weight_space.py:141(__classcall_private__)
2,0.000,0.000,0.003,0.001,/usr/lib/python3.10/site-packages/sage/combinat/root_system/weight_space.py:158(__init__)
1,0.000,0.000,0.003,0.003,/usr/lib/python3.10/site-packages/sage/algebras/lie_algebras/structure_coefficients.py:191(__init__)
265,0.002,0.000,0.003,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:721(<listcomp>)
840,0.001,0.000,0.003,0.000,<__array_function__ internals>:177(empty_like)
108,0.002,0.000,0.003,0.000,/home/rik/git/bgg-cohomology/bggcohomology/bggcomplex.py:332(<listcomp>)
1,0.000,0.000,0.003,0.003,/usr/lib/python3.10/site-packages/sage/combinat/root_system/cartan_type.py:1671(symmetrizer)
7146,0.003,0.000,0.003,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/dynkin_diagram.py:791(<listcomp>)
2305,0.002,0.000,0.003,0.000,{built-in method builtins.sorted}
33,0.000,0.000,0.003,0.000,/usr/lib/python3.10/site-packages/ipykernel/comm/manager.py:43(register_comm)
16315,0.003,0.000,0.003,0.000,/usr/lib/python3.10/site-packages/numpy/core/multiarray.py:1071(copyto)
3582,0.002,0.000,0.003,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/weyl_group.py:705(domain)
1,0.000,0.000,0.003,0.003,/home/rik/git/bgg-cohomology/bggcohomology/bggcomplex.py:116(<listcomp>)
1218,0.001,0.000,0.003,0.000,/usr/lib/python3.10/contextlib.py:279(helper)
3,0.000,0.000,0.003,0.001,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/std.py:657(get_lock)
22123,0.002,0.000,0.002,0.000,{method 'base_ring' of 'sage.structure.category_object.CategoryObject' objects}
1,0.000,0.000,0.002,0.002,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/std.py:92(__init__)
12,0.000,0.000,0.002,0.000,/usr/lib/python3.10/site-packages/sage/modules/with_basis/morphism.py:165(__init__)
6/4,0.000,0.000,0.002,0.001,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_lattice_realizations.py:161(__init_extra__)
1,0.000,0.000,0.002,0.002,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/std.py:118(create_mp_lock)
1682,0.002,0.000,0.002,0.000,/usr/lib/python3.10/site-packages/sage/modules/free_module.py:2567(zero_vector)
1,0.000,0.000,0.002,0.002,/usr/lib/python3.10/multiprocessing/context.py:70(RLock)
2445,0.002,0.000,0.002,0.000,{method 'reshape' of 'numpy.ndarray' objects}
33,0.000,0.000,0.002,0.000,/usr/lib/python3.10/site-packages/traitlets/config/configurable.py:131(_find_my_config)
2,0.000,0.000,0.002,0.001,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_lattice_realizations.py:3362(norm_squared)
2,0.000,0.000,0.002,0.001,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_lattice_realizations.py:3318(symmetric_form)
4059,0.002,0.000,0.002,0.000,/usr/lib/python3.10/site-packages/traitlets/utils/bunch.py:13(__getattr__)
36,0.001,0.000,0.002,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:115(<dictcomp>)
14,0.000,0.000,0.002,0.000,/home/rik/git/bgg-cohomology/bggcohomology/bggcomplex.py:249(compute_signs)
1,0.000,0.000,0.002,0.002,/usr/lib/python3.10/site-packages/sage/algebras/lie_algebras/structure_coefficients.py:235(<dictcomp>)
1,0.000,0.000,0.002,0.002,/home/rik/git/bgg-cohomology/bggcohomology/compute_signs.py:21(compute_signs)
34,0.001,0.000,0.002,0.000,/usr/lib/python3.10/site-packages/sage/categories/homset.py:83(Hom)
6286,0.002,0.000,0.002,0.000,{method 'rpartition' of 'str' objects}
222,0.001,0.000,0.002,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:1308(hold_trait_notifications)
266,0.002,0.000,0.002,0.000,{method 'isoformat' of 'datetime.datetime' objects}
48,0.002,0.000,0.002,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:244(<listcomp>)
216,0.001,0.000,0.002,0.000,/usr/lib/python3.10/site-packages/sage/structure/dynamic_class.py:129(dynamic_class)
6,0.000,0.000,0.002,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/weyl_group.py:282(morphism_matrix)
417,0.001,0.000,0.002,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:726(_cross_validate)
234,0.001,0.000,0.002,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/ambient_space.py:408(is_positive_root)
2318,0.002,0.000,0.002,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:934(<genexpr>)
13608,0.002,0.000,0.002,0.000,{method 'get' of 'dict' objects}
48,0.001,0.000,0.002,0.000,/usr/lib/python3.10/site-packages/numpy/core/numeric.py:1680(indices)
11765,0.002,0.000,0.002,0.000,/usr/lib/python3.10/site-packages/sage/modules/free_module.py:2036(degree)
7146,0.002,0.000,0.002,0.000,{method 'has_vertex' of 'sage.graphs.base.c_graph.CGraphBackend' objects}
12640,0.002,0.000,0.002,0.000,/usr/lib/python3.10/site-packages/numpy/core/fromnumeric.py:848(_sort_dispatcher)
7154,0.002,0.000,0.002,0.000,{method 'iterator_out_edges' of 'sage.graphs.base.c_graph.CGraphBackend' objects}
1,0.000,0.000,0.002,0.002,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_system.py:555(weight_space)
7219,0.002,0.000,0.002,0.000,{method 'monomial_coefficients' of 'sage.modules.with_basis.indexed_element.IndexedFreeModuleElement' objects}
12,0.000,0.000,0.002,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/std.py:1374(reset)
84,0.001,0.000,0.002,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/weyl_group.py:959(apply_simple_reflection)
1,0.000,0.000,0.002,0.002,/usr/lib/python3.10/site-packages/sage/combinat/root_system/weyl_group.py:243(<listcomp>)
133,0.001,0.000,0.002,0.000,/usr/lib/python3.10/site-packages/sage/modules/free_module.py:287(FreeModule)
74,0.000,0.000,0.002,0.000,/usr/lib/python3.10/re.py:288(_compile)
77,0.001,0.000,0.002,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/std.py:1460(format_dict)
1218,0.001,0.000,0.002,0.000,/usr/lib/python3.10/contextlib.py:130(__enter__)
216,0.001,0.000,0.002,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:746(<listcomp>)
12/3,0.000,0.000,0.002,0.001,/usr/lib/python3.10/site-packages/ipywidgets/widgets/widget.py:775(_handle_displayed)
12/3,0.000,0.000,0.002,0.001,/usr/lib/python3.10/site-packages/ipywidgets/widgets/widget.py:201(__call__)
3,0.000,0.000,0.002,0.001,/usr/lib/python3.10/site-packages/ipywidgets/widgets/widget_box.py:67(_fire_children_displayed)
15,0.000,0.000,0.002,0.000,<frozen importlib._bootstrap_external>:670(_compile_bytecode)
1218,0.001,0.000,0.002,0.000,/usr/lib/python3.10/contextlib.py:102(__init__)
1,0.000,0.000,0.002,0.002,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/auto.py:1(<module>)
1,0.000,0.000,0.002,0.002,/usr/lib/python3.10/multiprocessing/synchronize.py:1(<module>)
16,0.000,0.000,0.002,0.000,<frozen importlib._bootstrap>:921(_find_spec)
147,0.000,0.000,0.002,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:2051(make_dynamic_default)
1188,0.001,0.000,0.002,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:1667(has_trait)
15,0.002,0.000,0.002,0.000,{built-in method marshal.loads}
2,0.000,0.000,0.002,0.001,/home/rik/git/bgg-cohomology/bggcohomology/bggcomplex.py:205(find_cycles)
8468,0.002,0.000,0.002,0.000,/usr/lib/python3.10/site-packages/numpy/core/multiarray.py:148(concatenate)
1,0.000,0.000,0.002,0.002,/home/rik/git/bgg-cohomology/bggcohomology/bggcomplex.py:121(<dictcomp>)
1,0.000,0.000,0.002,0.002,/home/rik/git/bgg-cohomology/bggcohomology/bggcomplex.py:164(<dictcomp>)
1,0.000,0.000,0.002,0.002,/home/rik/git/bgg-cohomology/bggcohomology/pbw.py:331(algebra_generators)
3514,0.002,0.000,0.002,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_lattice_realizations.py:213(index_set)
3,0.000,0.000,0.002,0.001,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/notebook.py:280(close)
1,0.000,0.000,0.002,0.002,/usr/lib/python3.10/site-packages/sage/combinat/posets/posets.py:315(Poset)
133,0.000,0.000,0.002,0.000,/usr/lib/python3.10/site-packages/jupyter_client/session.py:273(msg_header)
96,0.000,0.000,0.002,0.000,<__array_function__ internals>:177(vstack)
34,0.001,0.000,0.002,0.000,{built-in method builtins.__build_class__}
468,0.000,0.000,0.002,0.000,<__array_function__ internals>:177(transpose)
1452,0.001,0.000,0.001,0.000,{method 'list' of 'sage.matrix.matrix0.Matrix' objects}
1,0.000,0.000,0.001,0.001,{method 'integer_kernel' of 'sage.matrix.matrix2.Matrix' objects}
282,0.000,0.000,0.001,0.000,/home/rik/git/bgg-cohomology/bggcohomology/compute_signs.py:60(_check_choice)
7444/7443,0.001,0.000,0.001,0.000,{built-in method builtins.hash}
126,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/ipywidgets/widgets/widget.py:138(_remove_buffers)
93,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/ipywidgets/widgets/widget.py:724(_should_send_property)
1,0.000,0.000,0.001,0.001,/home/rik/git/bgg-cohomology/bggcohomology/pbw.py:101(__classcall_private__)
4,0.000,0.000,0.001,0.000,/usr/lib/python3.10/sre_compile.py:783(compile)
1,0.000,0.000,0.001,0.001,/usr/lib/python3.10/site-packages/sage/monoids/indexed_free_monoid.py:790(monoid_generators)
1,0.000,0.000,0.001,0.001,/home/rik/git/bgg-cohomology/bggcohomology/pbw.py:118(__init__)
16,0.000,0.000,0.001,0.000,<frozen importlib._bootstrap_external>:1431(find_spec)
16,0.000,0.000,0.001,0.000,<frozen importlib._bootstrap_external>:1399(_get_spec)
4514,0.001,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_lattice_realizations.py:223(dynkin_diagram)
3,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/IPython/core/formatters.py:89(format)
141/126,0.001,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/ipywidgets/widgets/widget.py:93(_separate_buffers)
3,0.000,0.000,0.001,0.000,/usr/lib/python3.10/re.py:249(compile)
62,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/categories/category.py:2271(__and__)
60,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/algebras/lie_algebras/structure_coefficients.py:228(to_vector)
96,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/numpy/core/shape_base.py:222(vstack)
11154,0.001,0.000,0.001,0.000,{method 'keys' of 'dict' objects}
67,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/categories/category.py:2301(join)
120,0.001,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/algebras/lie_algebras/classical_lie_algebra.py:1796(_basis_key)
12/4,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/categories/category.py:1478(_make_named_class)
15,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/monoids/indexed_free_monoid.py:979(gen)
11006,0.001,0.000,0.001,0.000,{method 'zero' of 'sage.rings.ring.Ring' objects}
16/5,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/categories/category.py:2710(_make_named_class)
12/1,0.000,0.000,0.001,0.001,/usr/lib/python3.10/site-packages/sage/categories/category.py:1691(element_class)
9198,0.001,0.000,0.001,0.000,{method 'upper' of 'str' objects}
5595,0.001,0.000,0.001,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:125(<genexpr>)
54,0.001,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/ambient_space.py:259(<lambda>)
17,0.001,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/structure/dynamic_class.py:339(dynamic_class_internal)
133,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/jupyter_client/session.py:201(utcnow)
6556,0.001,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/modules/free_module.py:2124(coordinate_ring)
9191,0.001,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_system.py:381(cartan_type)
63,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/cartan_type.py:1448(root_system)
108,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/type_A.py:71(root)
420,0.001,0.000,0.001,0.000,bggcohomology/cohomology.pyx:61(col_nonzero)
6199,0.001,0.000,0.001,0.000,{built-in method sage.structure.element.parent}
133,0.001,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/jupyter_client/session.py:599(msg_id)
1,0.000,0.000,0.001,0.001,/usr/lib/python3.10/site-packages/sage/combinat/root_system/weyl_group.py:427(one)
33,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/ipykernel/comm/comm.py:27(_default_comm_id)
22,0.000,0.000,0.001,0.000,<frozen importlib._bootstrap_external>:1536(find_spec)
133,0.000,0.000,0.001,0.000,/usr/lib/python3.10/hmac.py:122(copy)
1,0.000,0.000,0.001,0.001,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/autonotebook.py:1(<module>)
1,0.000,0.000,0.001,0.001,/usr/lib/python3.10/site-packages/sage/categories/category.py:2967(_make_named_class_key)
10,0.001,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/graphs/digraph.py:516(__init__)
3,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/categories/category.py:2997(<genexpr>)
1,0.000,0.000,0.001,0.001,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_system.py:534(weight_lattice)
7904,0.001,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/numpy/core/shape_base.py:19(_atleast_1d_dispatcher)
1,0.000,0.000,0.001,0.001,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/std.py:1(<module>)
1,0.000,0.000,0.001,0.001,/usr/lib/python3.10/site-packages/sage/combinat/posets/posets.py:948(__classcall__)
34,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/ipywidgets/widgets/widget.py:505(_comm_changed)
14749,0.001,0.000,0.001,0.000,stringsource:345(__cinit__)
424,0.001,0.000,0.001,0.000,{method 'format' of 'str' objects}
6,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/repl/rich_output/display_manager.py:800(displayhook)
16,0.000,0.000,0.001,0.000,<frozen importlib._bootstrap>:564(module_from_spec)
14,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/type_A.py:112(positive_roots)
265,0.001,0.000,0.001,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:726(<listcomp>)
532,0.000,0.000,0.001,0.000,/usr/lib/python3.10/hmac.py:117(update)
24,0.001,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/sets/family.py:535(__init__)
14749,0.001,0.000,0.001,0.000,stringsource:372(__dealloc__)
5634,0.001,0.000,0.001,0.000,{method 'issubset' of 'set' objects}
6,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/weyl_group.py:283(<listcomp>)
9102,0.001,0.000,0.001,0.000,{method 'strip' of 'str' objects}
170,0.000,0.000,0.001,0.000,/usr/lib/python3.10/threading.py:1169(is_alive)
2616,0.001,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/sets/finite_enumerated_set.py:278(unrank)
459,0.001,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:2043(instance_init)
3,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_system.py:469(root_space)
10,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/matrix/matrix_space.py:579(__init__)
6,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/repl/rich_output/display_manager.py:615(_rich_output_formatter)
468,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/numpy/core/fromnumeric.py:601(transpose)
2,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/categories/filtered_modules_with_basis.py:118(basis)
1684,0.001,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/combinat/free_module.py:1150(<dictcomp>)
36/11,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/categories/category.py:1600(<genexpr>)
86,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/categories/poor_man_map.py:60(__init__)
3685,0.001,0.000,0.001,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:116(<genexpr>)
3,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_space.py:54(__init__)
432,0.001,0.000,0.001,0.000,/home/rik/git/bgg-cohomology/bggcohomology/bggcomplex.py:349(<genexpr>)
62,0.001,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/misc/call.py:52(__repr__)
193,0.001,0.000,0.001,0.000,{method 'sort' of 'list' objects}
33,0.000,0.000,0.001,0.000,/usr/lib/python3.10/uuid.py:713(uuid4)
13489,0.001,0.000,0.001,0.000,stringsource:976(__dealloc__)
61,0.001,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/combinat/free_module.py:760(dimension)
77,0.000,0.000,0.001,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/notebook.py:200(colour)
71,0.000,0.000,0.001,0.000,/usr/lib/python3.10/re.py:222(split)
62,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/categories/category.py:418(__classcall__)
6246,0.001,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/matrix/matrix_space.py:1856(is_sparse)
17,0.000,0.000,0.001,0.000,<frozen importlib._bootstrap_external>:1070(get_data)
6569,0.001,0.000,0.001,0.000,{method 'is_exact' of 'sage.rings.ring.Ring' objects}
1737,0.001,0.000,0.001,0.000,{method 'base_ring' of 'sage.structure.element.Element' objects}
4,0.000,0.000,0.001,0.000,/usr/lib/python3.10/sre_parse.py:944(parse)
6,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/repl/rich_output/backend_base.py:277(plain_text_formatter)
64/63,0.001,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_system.py:300(__classcall__)
277,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/combinat/free_module.py:997(_monomial)
3,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/ipywidgets/widgets/widget.py:653(on_displayed)
39,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/decorator.py:199(fix)
29,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/combinat/free_module.py:790(is_exact)
3,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/matrix/special.py:665(diagonal_matrix)
1366,0.001,0.000,0.001,0.000,/home/rik/git/bgg-cohomology/bggcohomology/compute_signs.py:56(_total_sign)
15,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/algebras/lie_algebras/structure_coefficients.py:320(monomial)
13489,0.001,0.000,0.001,0.000,stringsource:518(__getbuffer__)
33,0.001,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/categories/homset.py:583(__init__)
9/4,0.000,0.000,0.001,0.000,/usr/lib/python3.10/sre_parse.py:436(_parse_sub)
12649,0.001,0.000,0.001,0.000,bggcohomology/cohomology.pyx:52(check_equal)
66,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:1147(instance_init)
68,0.000,0.000,0.001,0.000,{built-in method builtins.setattr}
1260,0.000,0.000,0.001,0.000,stringsource:657(memoryview_cwrapper)
11/4,0.000,0.000,0.001,0.000,/usr/lib/python3.10/sre_parse.py:494(_parse)
6,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/repl/rich_output/backend_base.py:247(_apply_pretty_printer)
66,0.000,0.000,0.001,0.000,{built-in method sage.categories.category_cy_helper._sort_uniq}
99,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:1495(observe)
37,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/categories/modules.py:114(__classcall_private__)
1674,0.001,0.000,0.001,0.000,{method 'items' of 'sage.modules.free_module_element.FreeModuleElement' objects}
33,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/ipykernel/comm/comm.py:155(on_msg)
133,0.000,0.000,0.001,0.000,/usr/lib/python3.10/hmac.py:161(hexdigest)
532,0.001,0.000,0.001,0.000,{method 'update' of '_hashlib.HMAC' objects}
1,0.000,0.000,0.001,0.001,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_lattice_realizations.py:747(positive_real_roots)
1,0.000,0.000,0.001,0.001,/usr/lib/python3.10/site-packages/sage/combinat/posets/posets.py:1008(__init__)
13489,0.001,0.000,0.001,0.000,stringsource:559(__get__)
6,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/weyl_group.py:381(<listcomp>)
468,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/numpy/core/fromnumeric.py:51(_wrapfunc)
3690,0.001,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/weyl_group.py:447(domain)
74,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/categories/category.py:709(__classcontains__)
2214,0.001,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:1288(cross_validation_lock)
15,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/sets/finite_enumerated_set.py:300(__call__)
12,0.001,0.000,0.001,0.000,{built-in method _pickle.dump}
39,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/IPython/core/formatters.py:372(lookup)
1,0.000,0.000,0.001,0.001,/usr/lib/python3.10/site-packages/sage/combinat/root_system/cartan_matrix.py:497(symmetrized_matrix)
1,0.000,0.000,0.001,0.001,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/notebook.py:1(<module>)
97,0.000,0.000,0.001,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/std.py:288(format_interval)
15,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/modules/free_module.py:5128(basis)
5633,0.001,0.000,0.001,0.000,{method 'extend' of 'list' objects}
532,0.001,0.000,0.001,0.000,/usr/lib/python3.10/json/encoder.py:104(__init__)
