ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
343,0.001,0.000,0.074,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/std.py:1212(update)
1441,0.060,0.000,0.074,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/weyl_group.py:689(__hash__)
121,0.073,0.001,0.073,0.001,/usr/lib/python3.10/site-packages/sage/groups/libgap_mixin.py:606(__iter__)
9183,0.032,0.000,0.072,0.000,/usr/lib/python3.10/site-packages/sage/matrix/matrix_space.py:1109(_coerce_map_from_)
3,0.000,0.000,0.069,0.023,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/notebook.py:210(__init__)
891,0.001,0.000,0.069,0.000,/usr/lib/python3.10/site-packages/sage/modules/free_module.py:5643(__init__)
891,0.001,0.000,0.068,0.000,/usr/lib/python3.10/site-packages/sage/modules/free_module.py:5473(__init__)
891,0.001,0.000,0.067,0.000,/usr/lib/python3.10/site-packages/sage/modules/free_module.py:4776(__init__)
45030/37372,0.010,0.000,0.066,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:675(__get__)
892,0.027,0.000,0.066,0.000,/usr/lib/python3.10/site-packages/sage/modules/free_module.py:768(__init__)
1440,0.062,0.000,0.065,0.000,/usr/lib/python3.10/site-packages/sage/structure/dynamic_class.py:339(dynamic_class_internal)
21169,0.027,0.000,0.064,0.000,/usr/lib/python3.10/site-packages/sage/combinat/free_module.py:997(_monomial)
45800,0.023,0.000,0.064,0.000,/usr/lib/python3.10/site-packages/sage/graphs/digraph.py:1134(outgoing_edge_iterator)
632890,0.064,0.000,0.064,0.000,/usr/lib/python3.10/site-packages/sage/matrix/matrix_space.py:2096(ncols)
3,0.000,0.000,0.061,0.020,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/notebook.py:104(status_printer)
1814,0.002,0.000,0.061,0.000,/usr/lib/python3.10/site-packages/sage/combinat/free_module.py:1046(sum_of_terms)
768,0.003,0.000,0.061,0.000,/usr/lib/python3.10/site-packages/sage/categories/unital_algebras.py:71(__init_extra__)
183566,0.059,0.000,0.059,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/cartan_type.py:2411(_repr_)
24607/23014,0.011,0.000,0.057,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:643(get)
1814,0.002,0.000,0.057,0.000,{built-in method sage.data_structures.blas_dict.sum_of_terms}
33/12,0.000,0.000,0.057,0.005,/usr/lib/python3.10/site-packages/ipywidgets/widgets/widget.py:474(__init__)
12849,0.006,0.000,0.057,0.000,<__array_function__ internals>:177(array_equal)
29515,0.017,0.000,0.057,0.000,/usr/lib/python3.10/site-packages/numpy/core/fromnumeric.py:601(transpose)
33/12,0.000,0.000,0.056,0.005,/usr/lib/python3.10/site-packages/ipywidgets/widgets/widget.py:490(open)
252437,0.036,0.000,0.056,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:116(<genexpr>)
31426,0.020,0.000,0.055,0.000,{method 'sort' of 'list' objects}
2373,0.001,0.000,0.054,0.000,/home/rik/git/bgg-cohomology/bggcohomology/pbw.py:436(<genexpr>)
408449,0.052,0.000,0.052,0.000,/usr/lib/python3.10/site-packages/sage/modules/free_module.py:2036(degree)
180,0.048,0.000,0.052,0.000,/usr/lib/python3.10/site-packages/numpy/core/numeric.py:1680(indices)
270,0.043,0.000,0.051,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:314(get_action_tensor)
767,0.001,0.000,0.051,0.000,/usr/lib/python3.10/site-packages/sage/matrix/matrix_space.py:1071(_coerce_map_from_base_ring)
767,0.008,0.000,0.050,0.000,{method '_generic_coerce_map' of 'sage.structure.parent.Parent' objects}
86094,0.029,0.000,0.050,0.000,/usr/lib/python3.10/weakref.py:348(__new__)
45604,0.026,0.000,0.048,0.000,/usr/lib/python3.10/site-packages/sage/algebras/lie_algebras/structure_coefficients.py:283(dimension)
50,0.000,0.000,0.047,0.001,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/notebook.py:297(reset)
69384,0.038,0.000,0.046,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/weyl_group.py:705(domain)
596,0.003,0.000,0.045,0.000,/usr/lib/python3.10/site-packages/jupyter_client/session.py:687(serialize)
12849,0.019,0.000,0.045,0.000,/usr/lib/python3.10/site-packages/numpy/core/numeric.py:2388(array_equal)
422,0.004,0.000,0.045,0.000,/usr/lib/python3.10/site-packages/sage/matrix/matrix_space.py:752(transposed)
1108/303,0.002,0.000,0.045,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:1740(trait_defaults)
10410,0.006,0.000,0.044,0.000,/usr/lib/python3.10/site-packages/sage/monoids/indexed_free_monoid.py:314(trailing_support)
32486,0.044,0.000,0.044,0.000,{built-in method resource.getrusage}
171698,0.044,0.000,0.044,0.000,{method 'rpartition' of 'str' objects}
734,0.042,0.000,0.042,0.000,{built-in method builtins.dir}
29515,0.021,0.000,0.040,0.000,/usr/lib/python3.10/site-packages/numpy/core/fromnumeric.py:51(_wrapfunc)
976/255,0.000,0.000,0.040,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:605(default)
21,0.000,0.000,0.039,0.002,/usr/lib/python3.10/site-packages/ipywidgets/widgets/trait_types.py:167(make_dynamic_default)
40441,0.037,0.000,0.038,0.000,/usr/lib/python3.10/site-packages/sage/rings/rational_field.py:1130(some_elements)
462,0.001,0.000,0.037,0.000,/usr/lib/python3.10/site-packages/sage/modules/free_module.py:5735(__init__)
575,0.035,0.000,0.037,0.000,/usr/lib/python3.10/site-packages/sage/matrix/matrix_space.py:1908(zero_matrix)
83374,0.036,0.000,0.036,0.000,/usr/lib/python3.10/weakref.py:353(__init__)
48309,0.019,0.000,0.035,0.000,/home/rik/git/bgg-cohomology/bggcohomology/pbw.py:196(_monoid_key)
540,0.001,0.000,0.035,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:729(parabolic_u_basis)
31820,0.034,0.000,0.034,0.000,{method 'list' of 'sage.matrix.matrix0.Matrix' objects}
26420,0.014,0.000,0.034,0.000,/usr/lib/python3.10/site-packages/sage/monoids/indexed_free_monoid.py:593(__len__)
4128,0.022,0.000,0.034,0.000,/usr/lib/python3.10/site-packages/sage/arith/misc.py:1193(previous_prime)
2445/1677,0.009,0.000,0.034,0.000,/usr/lib/python3.10/site-packages/sage/categories/category_with_axiom.py:1967(__classcall__)
37,0.000,0.000,0.033,0.001,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/notebook.py:255(__iter__)
37,0.000,0.000,0.033,0.001,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/std.py:1174(__iter__)
45811,0.020,0.000,0.033,0.000,/usr/lib/python3.10/site-packages/sage/graphs/generic_graph.py:10376(has_vertex)
8605,0.023,0.000,0.032,0.000,/usr/lib/python3.10/site-packages/sage/categories/category.py:2506(category)
2384,0.003,0.000,0.031,0.000,/usr/lib/python3.10/site-packages/jupyter_client/session.py:97(json_packer)
50,0.000,0.000,0.031,0.001,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/std.py:1374(reset)
76449,0.022,0.000,0.030,0.000,{built-in method builtins.all}
6,0.000,0.000,0.030,0.005,/usr/lib/python3.10/site-packages/ipywidgets/widgets/widget_string.py:29(__init__)
312,0.025,0.000,0.029,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/std.py:355(format_meter)
40,0.015,0.000,0.029,0.001,/home/rik/git/bgg-cohomology/bggcohomology/weight_set.py:274(get_vertex_weights)
540,0.010,0.000,0.029,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:751(<listcomp>)
292,0.005,0.000,0.029,0.000,/home/rik/git/bgg-cohomology/bggcohomology/compute_maps.py:255(_vectorize_polynomials_list)
10410,0.004,0.000,0.029,0.000,/usr/lib/python3.10/site-packages/sage/monoids/indexed_free_monoid.py:292(leading_support)
34800,0.015,0.000,0.029,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:786(<dictcomp>)
10410,0.012,0.000,0.028,0.000,/usr/lib/python3.10/site-packages/sage/monoids/indexed_free_monoid.py:516(_mul_)
57542,0.020,0.000,0.028,0.000,/usr/lib/python3.10/site-packages/sage/combinat/free_module.py:550(__contains__)
2384,0.004,0.000,0.028,0.000,/usr/lib/python3.10/json/__init__.py:183(dumps)
71576,0.028,0.000,0.028,0.000,/home/rik/git/bgg-cohomology/bggcohomology/compute_maps.py:106(<listcomp>)
14750/10936,0.011,0.000,0.027,0.000,/usr/lib/python3.10/site-packages/sage/categories/category.py:3048(is_subcategory)
23826,0.008,0.000,0.025,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_lattice_realizations.py:1203(coroot_lattice)
23020,0.013,0.000,0.023,0.000,/usr/lib/python3.10/site-packages/sage/monoids/indexed_free_monoid.py:459(__init__)
12849,0.004,0.000,0.023,0.000,{method 'all' of 'numpy.ndarray' objects}
8263,0.023,0.000,0.023,0.000,/home/rik/git/bgg-cohomology/bggcohomology/quantum_center.py:421(__contains__)
2384,0.003,0.000,0.022,0.000,/usr/lib/python3.10/json/encoder.py:182(encode)
20129,0.014,0.000,0.021,0.000,/usr/lib/python3.10/site-packages/sage/categories/enumerated_sets.py:394(__getitem__)
86776,0.021,0.000,0.021,0.000,{built-in method __new__ of type object at 0x7f20bbe0d020}
32,0.000,0.000,0.021,0.001,/home/rik/git/bgg-cohomology/bggcohomology/bggcomplex.py:249(compute_signs)
45604,0.018,0.000,0.021,0.000,/usr/lib/python3.10/site-packages/sage/sets/family.py:721(cardinality)
1,0.002,0.002,0.021,0.021,/home/rik/git/bgg-cohomology/bggcohomology/compute_signs.py:21(compute_signs)
183991,0.021,0.000,0.021,0.000,/usr/lib/python3.10/site-packages/sage/matrix/matrix_space.py:1856(is_sparse)
880,0.006,0.000,0.021,0.000,{method '_coerce_map_via' of 'sage.structure.parent.Parent' objects}
69129,0.020,0.000,0.020,0.000,/home/rik/git/bgg-cohomology/bggcohomology/pbw.py:147(_basis_key)
1,0.000,0.000,0.020,0.020,/usr/lib/python3.10/site-packages/sage/algebras/lie_algebras/lie_algebra.py:353(__classcall_private__)
12849,0.003,0.000,0.020,0.000,/usr/lib/python3.10/site-packages/numpy/core/_methods.py:60(_all)
1,0.000,0.000,0.020,0.020,/usr/lib/python3.10/site-packages/sage/algebras/lie_algebras/classical_lie_algebra.py:1554(__classcall_private__)
143962/143961,0.020,0.000,0.020,0.000,{built-in method builtins.hash}
1,0.001,0.001,0.019,0.019,/usr/lib/python3.10/site-packages/sage/algebras/lie_algebras/classical_lie_algebra.py:1574(__init__)
2457,0.003,0.000,0.019,0.000,/home/rik/git/bgg-cohomology/bggcohomology/compute_maps.py:241(_monomial_to_tuple)
33,0.000,0.000,0.019,0.001,/usr/lib/python3.10/site-packages/ipykernel/comm/comm.py:55(__init__)
29515,0.010,0.000,0.019,0.000,/usr/lib/python3.10/site-packages/numpy/core/multiarray.py:416(lexsort)
2384,0.011,0.000,0.018,0.000,/usr/lib/python3.10/json/encoder.py:204(iterencode)
770,0.003,0.000,0.018,0.000,/usr/lib/python3.10/site-packages/sage/categories/rings.py:382(_Hom_)
292,0.002,0.000,0.018,0.000,/home/rik/git/bgg-cohomology/bggcohomology/compute_maps.py:245(_vectorize_polynomial)
13710,0.015,0.000,0.018,0.000,/home/rik/git/bgg-cohomology/bggcohomology/compute_maps.py:234(<genexpr>)
23827,0.007,0.000,0.017,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_system.py:512(coroot_lattice)
27,0.000,0.000,0.017,0.001,/usr/lib/python3.10/site-packages/sage/sets/family.py:52(Family)
655,0.011,0.000,0.017,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:1781(<listcomp>)
32326,0.013,0.000,0.017,0.000,/usr/lib/python3.10/site-packages/sage/monoids/indexed_free_monoid.py:205(_richcmp_)
3,0.000,0.000,0.016,0.005,/usr/lib/python3.10/site-packages/ipywidgets/widgets/widget_float.py:23(__init__)
183747,0.016,0.000,0.016,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_system.py:381(cartan_type)
40507,0.016,0.000,0.016,0.000,/usr/lib/python3.10/site-packages/sage/categories/enumerated_sets.py:823(_some_elements_from_iterator)
3981,0.002,0.000,0.016,0.000,/home/rik/git/bgg-cohomology/bggcohomology/compute_signs.py:60(_check_choice)
33748,0.015,0.000,0.015,0.000,/usr/lib/python3.10/site-packages/sage/combinat/free_module.py:1150(<dictcomp>)
3566,0.004,0.000,0.015,0.000,/usr/lib/python3.10/site-packages/numpy/core/shape_base.py:420(<listcomp>)
17645,0.006,0.000,0.015,0.000,/usr/lib/python3.10/site-packages/sage/rings/rational_field.py:1684(is_RationalField)
152,0.001,0.000,0.015,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_lattice_realizations.py:1182(negative_roots)
183568,0.015,0.000,0.015,0.000,{method 'strip' of 'str' objects}
183664,0.015,0.000,0.015,0.000,{method 'upper' of 'str' objects}
109955,0.015,0.000,0.015,0.000,/usr/lib/python3.10/site-packages/numpy/core/numeric.py:72(_zeros_like_dispatcher)
221355,0.015,0.000,0.015,0.000,{method 'getrandbits' of '_random.Random' objects}
1804/1771,0.009,0.000,0.014,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:1388(_notify_observers)
768,0.003,0.000,0.014,0.000,/usr/lib/python3.10/site-packages/sage/rings/homset.py:39(RingHomset)
9950,0.014,0.000,0.014,0.000,/usr/lib/python3.10/site-packages/sage/monoids/indexed_free_monoid.py:355(<listcomp>)
3608,0.007,0.000,0.014,0.000,/usr/lib/python3.10/site-packages/sage/monoids/indexed_free_monoid.py:555(__floordiv__)
896,0.002,0.000,0.014,0.000,/usr/lib/python3.10/site-packages/sage/arith/misc.py:3297(CRT_basis)
152,0.002,0.000,0.014,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/weyl_group.py:60(WeylGroup)
2075,0.013,0.000,0.014,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/weyl_group.py:678(__init__)
152,0.001,0.000,0.014,0.000,/usr/lib/python3.10/site-packages/sage/categories/enumerated_sets.py:871(map)
2406/2377,0.002,0.000,0.014,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:717(_validate)
9/6,0.000,0.000,0.013,0.002,/usr/lib/python3.10/site-packages/IPython/core/display_functions.py:105(display)
505/494,0.001,0.000,0.013,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:1129(__call__)
18,0.000,0.000,0.013,0.001,/usr/lib/python3.10/site-packages/sage/sets/family.py:404(<dictcomp>)
33842,0.013,0.000,0.013,0.000,{method 'base_ring' of 'sage.structure.element.Element' objects}
596,0.001,0.000,0.013,0.000,/usr/lib/python3.10/site-packages/ipykernel/iostream.py:283(send_multipart)
152,0.000,0.000,0.012,0.000,/usr/lib/python3.10/site-packages/sage/combinat/combinat.py:2470(__init__)
770,0.008,0.000,0.012,0.000,/usr/lib/python3.10/site-packages/sage/categories/magmas.py:814(__init_extra__)
1562,0.002,0.000,0.012,0.000,/usr/lib/python3.10/site-packages/sage/categories/category.py:691(__contains__)
45800,0.012,0.000,0.012,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/dynkin_diagram.py:791(<listcomp>)
109955,0.012,0.000,0.012,0.000,/usr/lib/python3.10/site-packages/numpy/core/multiarray.py:80(empty_like)
1110,0.001,0.000,0.012,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:679(parabolic_p_basis)
152,0.006,0.000,0.012,0.000,/usr/lib/python3.10/site-packages/sage/sets/image_set.py:43(__init__)
17764,0.005,0.000,0.012,0.000,/usr/lib/python3.10/site-packages/sage/arith/misc.py:472(is_prime)
596,0.001,0.000,0.012,0.000,/usr/lib/python3.10/site-packages/ipykernel/iostream.py:214(send_multipart)
661,0.001,0.000,0.011,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:704(parabolic_n_basis)
621,0.002,0.000,0.011,0.000,/usr/lib/python3.10/site-packages/ipykernel/iostream.py:202(schedule)
2536,0.005,0.000,0.011,0.000,/usr/lib/python3.10/site-packages/sage/categories/vector_spaces.py:39(__classcall_private__)
13345,0.006,0.000,0.011,0.000,/usr/lib/python3.10/site-packages/sage/categories/category.py:647(_subcategory_hook_)
23985,0.011,0.000,0.011,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_system.py:458(root_lattice)
768,0.001,0.000,0.011,0.000,/usr/lib/python3.10/site-packages/sage/rings/homset.py:70(__init__)
3,0.000,0.000,0.011,0.004,/usr/lib/python3.10/site-packages/ipywidgets/widgets/widget_box.py:62(__init__)
9170,0.011,0.000,0.011,0.000,{built-in method sage.rings.ring._is_Field}
15,0.000,0.000,0.011,0.001,/usr/lib/python3.10/site-packages/sage/categories/coxeter_groups.py:372(_element_constructor_)
620,0.005,0.000,0.011,0.000,/home/rik/git/bgg-cohomology/bggcohomology/bggcomplex.py:332(<listcomp>)
3566,0.004,0.000,0.010,0.000,/usr/lib/python3.10/site-packages/numpy/core/shape_base.py:348(_stack_dispatcher)
1,0.000,0.000,0.010,0.010,/usr/lib/python3.10/site-packages/sage/combinat/root_system/weyl_group.py:340(reflections)
23020,0.010,0.000,0.010,0.000,/usr/lib/python3.10/site-packages/sage/monoids/indexed_free_monoid.py:52(__init__)
4800,0.007,0.000,0.010,0.000,/usr/lib/python3.10/site-packages/sage/categories/triangular_kac_moody_algebras.py:142(f)
3632,0.006,0.000,0.010,0.000,/usr/lib/python3.10/site-packages/sage/algebras/lie_algebras/structure_coefficients.py:320(monomial)
768,0.001,0.000,0.010,0.000,/usr/lib/python3.10/site-packages/sage/categories/homset.py:1232(__init__)
896,0.004,0.000,0.010,0.000,/usr/lib/python3.10/site-packages/sage/arith/misc.py:3338(<listcomp>)
596,0.001,0.000,0.010,0.000,/usr/lib/python3.10/site-packages/jupyter_client/session.py:646(msg)
3232,0.006,0.000,0.010,0.000,/usr/lib/python3.10/site-packages/sage/rings/finite_rings/integer_mod_ring.py:197(get_object)
53999,0.010,0.000,0.010,0.000,{method 'monomial_coefficients' of 'sage.modules.with_basis.indexed_element.IndexedFreeModuleElement' objects}
10,0.001,0.000,0.010,0.001,/usr/lib/python3.10/site-packages/sage/combinat/root_system/weyl_group.py:379(to_elt)
1110,0.006,0.000,0.010,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:696(<listcomp>)
33728,0.010,0.000,0.010,0.000,{method 'items' of 'sage.modules.free_module_element.FreeModuleElement' objects}
30785,0.010,0.000,0.010,0.000,/usr/lib/python3.10/site-packages/sage/structure/indexed_generators.py:201(print_options)
48,0.009,0.000,0.009,0.000,{method '__exit__' of '_io._IOBase' objects}
302,0.002,0.000,0.009,0.000,{sage.modules.free_module_element.vector}
153200,0.009,0.000,0.009,0.000,{built-in method _operator.index}
1535,0.002,0.000,0.009,0.000,/usr/lib/python3.10/site-packages/sage/categories/category.py:3025(_subcategory_hook_)
29515,0.009,0.000,0.009,0.000,{method 'transpose' of 'numpy.ndarray' objects}
896,0.003,0.000,0.009,0.000,/usr/lib/python3.10/site-packages/sage/matrix/matrix_space.py:931(change_ring)
596,0.002,0.000,0.009,0.000,/usr/lib/python3.10/site-packages/jupyter_client/session.py:672(sign)
33,0.000,0.000,0.009,0.000,/usr/lib/python3.10/site-packages/ipykernel/comm/comm.py:87(open)
65442,0.009,0.000,0.009,0.000,/usr/lib/python3.10/site-packages/sage/monoids/indexed_free_monoid.py:608(<genexpr>)
78,0.000,0.000,0.009,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:1171(__new__)
57560,0.009,0.000,0.009,0.000,{built-in method sage.structure.element.parent}
1209/1198,0.002,0.000,0.009,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:726(_cross_validate)
1928,0.003,0.000,0.009,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/ambient_space.py:408(is_positive_root)
78,0.000,0.000,0.009,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:1215(setup_instance)
6,0.000,0.000,0.009,0.001,/usr/lib/python3.10/site-packages/sage/repl/display/formatter.py:113(format)
69633,0.008,0.000,0.008,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/weyl_group.py:447(domain)
45800,0.008,0.000,0.008,0.000,{method 'has_vertex' of 'sage.graphs.base.c_graph.CGraphBackend' objects}
7140,0.006,0.000,0.008,0.000,{built-in method builtins.sorted}
78,0.003,0.000,0.008,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:1186(setup_instance)
6,0.000,0.000,0.008,0.001,/usr/lib/python3.10/site-packages/IPython/core/display_functions.py:45(publish_display_data)
33,0.000,0.000,0.008,0.000,/usr/lib/python3.10/site-packages/traitlets/config/configurable.py:50(__init__)
31,0.008,0.000,0.008,0.000,{built-in method io.open}
29789,0.008,0.000,0.008,0.000,/home/rik/git/bgg-cohomology/bggcohomology/compute_signs.py:56(_total_sign)
696/663,0.000,0.000,0.008,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:1384(notify_change)
6,0.000,0.000,0.008,0.001,/usr/lib/python3.10/site-packages/ipykernel/zmqshell.py:80(publish)
9393,0.008,0.000,0.008,0.000,/usr/lib/python3.10/site-packages/sage/categories/additive_magmas.py:207(__init_extra__)
1,0.008,0.008,0.008,0.008,/usr/lib/python3.10/site-packages/sage/groups/libgap_mixin.py:181(is_finite)
6599,0.003,0.000,0.008,0.000,{method 'join' of 'str' objects}
153200,0.008,0.000,0.008,0.000,{method 'bit_length' of 'int' objects}
45808,0.008,0.000,0.008,0.000,{method 'iterator_out_edges' of 'sage.graphs.base.c_graph.CGraphBackend' objects}
20,0.000,0.000,0.008,0.000,/home/rik/git/bgg-cohomology/bggcohomology/weight_set.py:177(dot_orbit)
20,0.001,0.000,0.008,0.000,/home/rik/git/bgg-cohomology/bggcohomology/weight_set.py:190(<dictcomp>)
1,0.000,0.000,0.008,0.008,<string>:71(<dictcomp>)
66,0.000,0.000,0.008,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:1118(betti_number)
596,0.001,0.000,0.008,0.000,/usr/lib/python3.10/site-packages/jupyter_client/session.py:643(msg_header)
1192,0.001,0.000,0.008,0.000,/usr/lib/python3.10/site-packages/jupyter_client/jsonutil.py:108(json_default)
151,0.002,0.000,0.008,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:628(<listcomp>)
1,0.001,0.001,0.007,0.007,/home/rik/git/bgg-cohomology/bggcohomology/bggcomplex.py:164(<dictcomp>)
39,0.000,0.000,0.007,0.000,/usr/lib/python3.10/site-packages/decorator.py:229(fun)
151,0.003,0.000,0.007,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:611(<dictcomp>)
661,0.005,0.000,0.007,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:721(<listcomp>)
67,0.002,0.000,0.007,0.000,/home/rik/git/bgg-cohomology/bggcohomology/weight_set.py:291(highest_weight_rep_dim)
3020,0.004,0.000,0.007,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:658(dic_to_vec)
151,0.003,0.000,0.007,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:613(<dictcomp>)
2,0.000,0.000,0.007,0.003,/home/rik/git/bgg-cohomology/bggcohomology/quantum_center.py:495(display_bigraded_table)
1376,0.005,0.000,0.007,0.000,/home/rik/git/bgg-cohomology/bggcohomology/compute_maps.py:287(<genexpr>)
620,0.006,0.000,0.007,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/weyl_group.py:959(apply_simple_reflection)
621,0.007,0.000,0.007,0.000,/usr/lib/python3.10/site-packages/zmq/sugar/socket.py:543(send)
6,0.000,0.000,0.007,0.001,/usr/lib/python3.10/site-packages/ipykernel/zmqshell.py:63(_flush_streams)
892,0.005,0.000,0.007,0.000,/usr/lib/python3.10/site-packages/sage/modules/free_module.py:7474(element_class)
17764,0.007,0.000,0.007,0.000,{method 'is_prime' of 'sage.rings.integer.Integer' objects}
12,0.000,0.000,0.007,0.001,/usr/lib/python3.10/site-packages/ipykernel/iostream.py:463(flush)
5349,0.002,0.000,0.007,0.000,/usr/lib/python3.10/site-packages/sage/categories/category.py:3046(<genexpr>)
152,0.000,0.000,0.007,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/weyl_group.py:216(__classcall__)
151,0.001,0.000,0.006,0.000,/usr/lib/python3.10/site-packages/sage/categories/kac_moody_algebras.py:70(weyl_group)
39,0.000,0.000,0.006,0.000,/usr/lib/python3.10/site-packages/IPython/core/formatters.py:218(catch_format_error)
33,0.000,0.000,0.006,0.000,/usr/lib/python3.10/site-packages/ipywidgets/widgets/widget.py:461(_default_keys)
30,0.006,0.000,0.006,0.000,{built-in method _pickle.dump}
685,0.006,0.000,0.006,0.000,{method 'acquire' of '_thread.lock' objects}
1,0.005,0.005,0.006,0.006,/usr/lib/python3.10/site-packages/sage/combinat/root_system/weyl_group.py:220(__init__)
312,0.002,0.000,0.006,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/std.py:1460(format_dict)
2686,0.006,0.000,0.006,0.000,/usr/lib/python3.10/site-packages/sage/arith/misc.py:1883(xgcd)
13,0.000,0.000,0.006,0.000,/usr/lib/python3.10/threading.py:589(wait)
13,0.000,0.000,0.006,0.000,/usr/lib/python3.10/threading.py:288(wait)
306,0.000,0.000,0.006,0.000,/usr/lib/python3.10/re.py:222(split)
16704/16686,0.003,0.000,0.006,0.000,{built-in method builtins.next}
33,0.000,0.000,0.006,0.000,/usr/lib/python3.10/site-packages/traitlets/config/configurable.py:156(_load_config)
1426,0.002,0.000,0.006,0.000,/usr/lib/python3.10/site-packages/sage/categories/category.py:1605(subcategory_class)
10410,0.006,0.000,0.006,0.000,{built-in method sage.data_structures.blas_dict.add}
40,0.004,0.000,0.006,0.000,/usr/lib/python3.10/site-packages/sage/matrix/special.py:1535(_determine_block_matrix_grid)
3566,0.005,0.000,0.005,0.000,/usr/lib/python3.10/site-packages/numpy/core/shape_base.py:424(<setcomp>)
10268,0.005,0.000,0.005,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:934(<genexpr>)
13680,0.005,0.000,0.005,0.000,{method 'nonzero' of 'numpy.ndarray' objects}
9,0.000,0.000,0.005,0.001,/usr/lib/python3.10/site-packages/IPython/core/formatters.py:906(__call__)
15436,0.005,0.000,0.005,0.000,{built-in method builtins.issubclass}
1,0.000,0.000,0.005,0.005,/home/rik/git/bgg-cohomology/bggcohomology/quantum_center.py:446(all_abijk)
1192,0.005,0.000,0.005,0.000,{method 'isoformat' of 'datetime.datetime' objects}
16/2,0.000,0.000,0.005,0.003,<frozen importlib._bootstrap>:1022(_find_and_load)
540,0.003,0.000,0.005,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:746(<listcomp>)
16/2,0.000,0.000,0.005,0.002,<frozen importlib._bootstrap>:987(_find_and_load_unlocked)
29515,0.005,0.000,0.005,0.000,/usr/lib/python3.10/site-packages/numpy/core/fromnumeric.py:597(_transpose_dispatcher)
3566,0.005,0.000,0.005,0.000,/usr/lib/python3.10/site-packages/numpy/core/shape_base.py:432(<listcomp>)
3,0.000,0.000,0.005,0.002,/usr/lib/python3.10/site-packages/ipywidgets/widgets/widget.py:789(_ipython_display_)
45760,0.005,0.000,0.005,0.000,{method 'is_exact' of 'sage.rings.ring.Ring' objects}
1895,0.003,0.000,0.005,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:1799(trait_metadata)
